Id,PostId,Score,Text,CreationDate,UserId
"93890739","50113060","12","This should be the accepted answer. It's straightforward, easy to understand and easy to remember","2018-11-28 12:53:58","5870336"
"31747544","201915","5","The point on `which` is very debatable. `type`, `hash`, and other builtins do the same thing better in bash. `which` is kindof more portable, though it really isn't the same `which` used in other shells like tcsh, that has it as a builtin.","2014-01-13 10:30:04","3076724"
"77642991","44781228","57","`git branch -a` will display local and remote branches.It will be help for you diagram introduce.","2017-07-27 03:01:39","4887726"
"16864735","162056","5","Thulfir: who said anything about making one branch the same as another? There are different scenarios where you need to merge, without ""making one branch the same as another"". One is when you're done with a development branch and want to incorporate its changes into the master branch; after this, the development branch can be deleted. Another one is when you want to rebase your development branch, in order to ease the eventual final merge into the master.","2012-09-21 08:50:19","351716"
"93904324","10442532","0","I removed `input.setInputType(0);` from this code. It changed a keyboard behaviour and `inputType` for the `EditText`.","2018-11-28 10:56:21","2914140"
"109935057","22345808","0","after changing your npm config, you can run 'npm config list' to see a list of your current configs to make sure you changed it right","2020-06-02 06:49:49","8840359"
"77659235","477821","0","jQuery is capable of working with `content-Type: text/plain`, `content-Type: application/json`, `content-Type: application/json; charset=UTF-8`,  `contentType: ""application/x-www-form-urlencoded; charset=UTF-8""`","2017-07-27 11:13:43","3951861"
"109941857","61367209","0","`<center>` is only a predefined tag, not adjustable, not flexible as in CSS. It still works but those are one of the last living remnants just like <blink> and <font>. Deprecated doesn't mean that it will no more work in future... it also means that new techonolgies, be it via node react using JSX or other complex MVCs that generate virtual DOMs might be not fully capable to work with. That they still work in HTML5 despite not supported means that w3c no longer maintains it. Also SEO: Websites with deprecated HTML may signalize search engines with outdated code which could harm your ranking.","2020-06-02 11:53:32","6189002"
"109942415","58797118","0","[According to MDN](https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/String/replaceAll), this has been available since Firefox 77 and Chromium 85.","2020-06-03 12:31:16","1543768"
"109942984","47475081","0","This is my favourite answer, because it's building a UUID as a 16-byte (128 bit) value, and not its serialized, nice to read form. It'd be trivially easy to drop the string stuff and just set the correct bits of a random 128bit, which is all a uuidv4 needs to be. You could base64 it for shorter URLs, pass it back to some webassembly, store it in less memory space than as a string, make it a 4096-size buffer and put 256 uuids in it, store in a browser db, etc. Much better than having everything as a long, lowercase hex-encoded string from the start.","2020-06-03 01:13:51","2258817"
"62797476","1984274","2","So would it make sense to say that the hash (e.g. SHA1) of a file could be a URN for that file?","2016-06-06 02:01:14","2453293"
"47287681","630475","0","Whatever the semantic value of POST vs PUT: If you have to support IE9 and IE8, beware that CORS requests in these versions do not support PUT - only GET/POST. See http://blogs.msdn.com/b/ieinternals/archive/2010/05/13/xdomainrequest-restrictions-limitations-and-workarounds.aspx","2015-04-10 07:21:14","3096626"
"77679958","114549","0","Why this doesn't work if inner element is `button` and not a `div`.","2017-07-27 07:16:40","5316255"
"93922929","20344271","0","What is mRootView?","2018-11-28 07:49:54","580257"
"47292776","1274447","0","Also to do it recursively: git rm --cached -r lib/data/excel/*","2015-04-10 10:34:09","3957231"
"47293461","25957474","1","This approach has two other advantages: line-drying loses many fewer socks IME than the tumble dryer does, and the sort process can be extended to the rest of the laundry, so (e.g.) all towels are near each other to be folded off the line and binned and taken straight to their storage. It also works in two low-effort passes, putting the clothes up and taking them down again.","2015-04-10 11:13:08","1168043"
"31796430","2219560","38","I don't get how an answer that looks a lot like just the main idea of an answer that was written two years ago and also the accepted answer gets so many votes. Strange. (nothing wrong with the answer though)","2014-01-15 05:30:22","1833460"
"93929134","100146","4","Shouldn't unregister()  be called by instance of Example class ?","2018-11-29 12:59:15","3311276"
"2584574","79936","1","@Hershi: Re 1. That is already covered by: Variables created on the stack will go out of scope and automatically deallocate.   Re 2. That is already covered by: Variables on the heap must be destroyed manually and never fall out of scope. The data is freed with delete, delete[] or free","2010-04-05 11:44:14","3153"
"62816933","2003515","4","The question was ***""What do I need to do differently to successfully delete the remotes/origin/bugfix branch both locally and on GitHub?""*** After running the commands in your updated answer, the local branch is still present. It would be nice if the accepted answer was a ***complete*** answer. Its absolutely amazing at how difficult Git makes simple tasks...","2016-06-07 02:15:38","608639"
"109970292","62178856","0","Adding this feels rather premature, nobody will see this operator in any live code, and it might not even be added. It would be better to wait until the details are finalised and document it properly.","2020-06-03 05:32:08","157957"
"109970311","62178934","1","Adding this feels rather premature, nobody will see this operator in any live code, and it might not even be added. It would be better to wait until the details are finalised and document it properly.","2020-06-03 05:32:32","157957"
"109970338","62178856","0","We are already getting questions on it. :/ If the proposal fails we can then decide if this is worth keeping.","2020-06-03 05:33:08","250259"
"109970459","62178856","0","@JohnConde I'd be tempted to close them as off-topic, because they're asking about an imaginary programming language; or perhaps ""this question belongs on a different part of the timeline, please check the settings on your time machine"" ;)","2020-06-03 05:36:52","157957"
"109970483","62178934","0","@IMSoP i'm with you, however i was invited to do so here https://stackoverflow.com/questions/62178354/what-does-this-symbol-mean-in-php-within-an-object-or-null-value/62178470?noredirect=1#comment109970021_62178470 ...","2020-06-03 05:37:31","12361700"
"109970513","62178856","0","lol The thought crossed my mind. I asked myself if this would offer value to future visitors and, for now, the answer is ""yes"". But that may change...","2020-06-03 05:38:25","250259"
"62818353","6462053","8","'Pass by value' is a standard term in computer science and has been since the 1950s. No point in complaining about it now.","2016-06-07 03:59:03","207421"
"62818445","37190132","2","Java has not redefined those terms. Nobody has. It has merely avoided the C term 'pointer'.","2016-06-07 04:05:08","207421"
"109970607","62178856","0","@JohnConde The problem is that we can't actually give a correct answer yet - the actual behaviour of the operator might completely change, or it might never be added, so anything we write now is as likely to mislead as inform. The only honest answer is ""a syntax error, but there's a possibility it will mean something in the future"".","2020-06-03 05:42:10","157957"
"109970762","62178934","0","It looks like we now have *two* answers about this. Personally, I would just have voted to close the other question rather than trying to answer, because right now there is no such operator.","2020-06-03 05:46:40","157957"
"109970814","62178856","0","I can't say I disagree with your point of view. I'm okay with that as an answer.","2020-06-03 05:48:18","250259"
"109971010","62178934","0","@IMSoP there are a lot of questions here on StackOverflow about C++ Proposal, and they are not been closed: despite that, i'm with you about not posting here this operator for the moment","2020-06-03 05:54:01","12361700"
"109971130","62178934","0","I don't know much about the C++ process and when it's reasonable to discuss proposals, and to be fair this one seems fairly likely to succeed workout modification, but in general there are a *lot* of features proposed for PHP that never make it to the language, and it would be rather confusing for users to come across them all in reference lists. That said, I'm partly just being a grumpy old man here :P","2020-06-03 05:58:11","157957"
"109971243","62178934","0","Ahah @IMSoP i'm a relative newby here, i code only in the next 6 years, so I trust you, if you tell me it's not his place, I'll take it off","2020-06-03 06:01:54","12361700"
"93939857","7074","0","Since 2014 conventions have changed a lot in .net framework. Now there's no existence for String (capital s) while declaring variables. only alias string (small s) is available. Microsoft  might wanted to remove confusing programming approach!","2018-11-29 09:53:06","2064489"
"77698298","27458534","0","Unfortunately, your illustrations don't illustrate  of LEFT vs INNER JOIN ON in the general case. And although most of the Venn diagrams here are also limited to illustrating special cases, a Venn diagram, when properly interpreted, *can* represent inner vs outer join, with the intersection holding your green-green INNER JOIN rows. See my other comments.","2017-07-28 08:45:55","3404097"
"77699883","37615351","5","No, what you are talking about is hovering, which means ""when the mouse is over the text"". It is different from ""selecting the text"". By default there is no color when hovering.","2017-07-28 09:23:13","6271234"
"93943262","2003515","1","In the executive summary you have `git push --delete <remote_name> <branch_name>` but in the first ""Delete Remote Branch Update"" section you have `git push <remote_name> --delete <branch_name>`. i.e. The parameters are in a different order. Can I suggest making these the same to avoid confusion please.","2018-11-29 11:28:48","470014"
"2598367","630785","9","There's nothing wrong with allowing PUT to create resources. Just be aware that it means that the client provides the URL.","2010-04-07 07:47:32","50543"
"93946794","11828270","1","@Toni Why not use a printable single page cheat sheet? [Regular qwerty version](http://www.viemu.com/vi-vim-cheat-sheet.gif) and [dvorak](http://www.viemu.com/vi-vim-dvorak-cheat-sheet.gif).","2018-11-29 01:15:38","6253165"
"109993510","20846779","0","Could it be that `git clean -i` works only if called from the root of the working copy?","2020-06-04 10:43:46","15485"
"2605431","136138","115","Perhaps for the inheritance sake? Static methods can be inherited and overridden just like instance methods and class methods and the lookup works as expected (unlike in Java). Static methods are not really resolved statically whether called on the class or instance, so the only difference between class and static methods is the implicit first argument.","2010-04-08 01:32:26","95750"
"77706351","215731","1","@juzzlin Or use `@^` instead of `HEAD^`.","2017-07-28 11:53:28","5353461"
"62838379","11524251","34","Additionally, this only affects the display of the string - not the actual value. If it's in a form, e.g., the value will still be submitted as-is.","2016-06-07 01:26:31","1028259"
"31819773","38578","1","To say that outer join is a **union** may sound a little confusing when the result set of `A left outer join B` doesn't have the non-matching elements of B. Isn't it?","2014-01-15 04:35:08","1317244"
"110005713","932982","0","Would you not need to replace `!.gitignore` with `!/.gitignore` to make sure other .gitignore files that you could eventually find in the ignored folder subtree are also ignored?","2020-06-04 04:25:54","4949663"
"2615898","2251026","0","i noticed a possible ""quirk"" with developing py2exe apps in pydev+eclipse. i was able to tell that the main script was not detached because eclipse's output window was not terminating; even if the script executes to completion it is still waiting for returns. but, when i tried compiling to a py2exe executable, the expected behavior occurs (runs the processes as detached, then quits). i am not sure, but the executable name is not in the process list anymore. this works for all approaches (os.system(""start *""), os.spawnl with os.P_DETACH, subprocs, etc.)","2010-04-09 08:09:26","279468"
"62853621","671118","3","see also the answer at the following link http://stackoverflow.com/a/37683965/3762855","2016-06-07 07:59:49","3762855"
"93964714","1274447","1","@youhans: But I seem to have to run git commit to complete it.","2018-11-29 11:24:32","239628"
"2620972","2610497","388","Quick heads-up (not a solution, just a FYI): if I recall correctly, input[placeholder] just matches <input> tags that have a placeholder attribute, it doesn't match the placeholder attribute itself.","2010-04-09 07:58:34","245790"
"2620988","2610497","15","Yah, the thought crossed my mind that this may be like trying to style an element's ""title"" attribute. So +1 for thinking alike!","2010-04-09 08:01:09","160173"
"77721002","5036460","3","+0 for ""*and over 357 people voted that it's better*"" because we don't give votes for funny on SO. But +1 for good answer. And because it's funny. ;^) (I do get tired of ""looks like a typo"" complaints when it's a language feature. `~~` is a great truncate, but folks lodge the same complaint. But if it weren't there, someone'd invent it, you know? Learn the language, 357 people! It's fun.)","2017-07-28 06:01:47","1028230"
"77721261","8330107","0","Other than this function not answering the question, it's actually also overcomplicated. `s => s.split(' ').map(x => x[0].toUpperCase() + x.slice(1)).join(' ')`","2017-07-28 06:10:23","2164304"
"93978212","5189600","1","@Geynen Thanks, that link provide the **only** description that made full sense. Now I can even tell people that `<after-this-commit>`, means exactly that. It is **non-inclusive** and will let you *pick* and *squash* commits after that one, as long as none of them are an initial commit. If you want to include initial commit, you need to use the `git reset` method instead.","2018-11-30 11:15:27","1147688"
"16925670","59895","80","None of the current solutions work if there are any *newlines at the end of the directory name* - They will be stripped by the command substitution. To work around this you can append a non-newline character inside the command substitution - `DIR=""$( cd ""$( dirname ""${BASH_SOURCE[0]}"" )"" && pwd && echo x)""` - and remove it without a command substitution - `DIR=""${DIR%x}""`.","2012-09-24 12:15:09","96588"
"93980182","51274754","3","Please also explain what the `--continue` and vim `:x` does.","2018-11-30 12:20:31","1147688"
"47331535","52719","0","I think it is better to use git reset --hard if you don't want to keep track of changes","2015-04-12 05:25:06","402285"
"47331608","52719","12","@KarimSamir: The question specifically asks about changes that are *not in the index*. The `git reset` command will discard changes in the index too.","2015-04-12 05:28:48","893"
"16934916","12049323","38","I did that, but then I wasn't able to commit and push to the remote repository. I want a specific older commit to become HEAD...","2012-09-24 06:17:28","480522"
"62878102","34283281","12","@mwhite there is a difference between clone and deep-clone. This answer does in fact clone, but it doesn't deep-clone.","2016-06-08 12:08:03","1657476"
"2635483","1755737","32","Well, decrementing toward zero means you only have to compare against 0 per loop iteration, while iterating toward n means comparing with n each iteration.  The former tends to be easier (and on some architectures, is automatically tested after every data register operation).","2010-04-12 03:07:58","149391"
"93989040","51274754","1","The rebase will happen in blocks as it goes through the commits on your branch, after you ```git add``` the correct configuration in your files you use ```git rebase --continue``` to move to the next commit and start to merge.  ```:x``` is one command that will save the changes of the file when using vim see [this](http://vim.wikia.com/wiki/Saving_a_file)","2018-11-30 04:51:49","7848529"
"93991564","23886515","1","@AnttiHaapala The reason, I presume, is that the question's expected output starts at index 1 instead 0","2018-11-30 06:24:48","3479456"
"110035187","9158888","0","`SCRIPT=\`realpath $0\``","2020-06-05 01:19:24","797495"
"62898426","25861938","18","It is also possible to specify an exact range of versions, like `1.2.0 || >=1.2.2 <1.3.0`: Exactly 1.2.0, or everything from 1.2.2 to 1.3.0 (inclusive), but not 1.2.1, or 1.3.1 and above, and also not 1.1.x and below.","2016-06-08 08:30:59","2044940"
"62906610","20783081","1","Just after you execute ""git fetch origin"", it will show the output like this in your terminal - ""* [new branch]      branch_name -> origin/branch_name"", but when you run ""git branch"" it will show you only your local branches instead, so to see all the branches you can do ""git branch -a"" and then to switch to the remote branch you need to run "" git checkout --track origin/<branch you want to checkout>"". Hope this helps. :-)","2016-06-09 04:24:44","1776255"
"62911144","14586751","0","@yingted what do u mean by ""If you've dirtied your working tree since, git reset --merge ORIG_HEAD preserves those changes."" Did u mean changing the files after merging ? Anyway i did the merge and then did some of resolving conflicts. But then i wanted to reset the merge and did as instructed in this answer. Everything was ok and it has not preserved my changes done after the merge. My local repo is just similar to the position before I did the merge.","2016-06-09 07:23:09","2829676"
"62911786","67458","1","This is really a separate question; http://stackoverflow.com/questions/10067266/when-to-wrap-quotes-around-a-variable","2016-06-09 07:39:47","874188"
"62912948","394809","13","Wikipedia covers this thoroughly in the article ""[?:](https://en.wikipedia.org/wiki/%3F:#Python)"".","2016-06-09 08:11:03","1070480"
"77759068","80094","0","Re ""as opposed to alloc"": Do you mean ""as opposed to malloc""?","2017-07-30 11:19:36","63550"
"77759078","80094","0","How portable is `alloca`?","2017-07-30 11:20:14","63550"
"77759716","662783","0","How portable is `alloca`? For instance, does it work on Windows? Is it only for Unix-like operating systems?","2017-07-30 12:00:54","63550"
"77760222","45361888","0","What is OPP? Do you mean OOP ([object-oriented_programming](http://en.wikipedia.org/wiki/Object-oriented_programming))?","2017-07-30 12:34:40","63550"
"77760242","45361888","0","Do you mean to say that `malloc` is a kernel call?","2017-07-30 12:35:56","63550"
"77760506","39850612","0","Git reset without  Head uses the current staged files. Use git reset  head  to specified  a different commit. Like git reset Head~2 to go back to a previous  commits. 2 is number of commits","2017-07-30 12:53:47","1438103"
"110055463","231855","22","@MatthiasFripp ""This continues until the function runs off the end"" -- or it encounters a `return` statement. (`return` is permitted in a function containing `yield`, provided that it does not specify a return value.)","2020-06-06 06:03:41","13596037"
"110056097","1274447","0","I committed with a large file included. Then I realize it should be ignored, so I add it in .gitignore. I use `git rm --cache`, `git add` and `git commit` to commit again. But I found the .git directory is still large and when I push it to GitHub, it cost a long time and eventually failed. My question is how to remove the large file thoroughly (including the record in .git directory) so that I can push quickly.","2020-06-06 06:53:19","5722565"
"94016421","2389423","0","""git reset --hard ORIG_HEAD"" might actually NOT preserve your changes. Maybe better warn about that.","2018-12-01 11:47:39","6125982"
"47376488","9158888","4","The order of the operations in this answer is wrong. You need to _first_ resolve the symlink, _then_ do `dirname` because the last part of `$0` may be a symlink that points to a file that is not in the same directory as the symlink itself.

The solution described in this answer just gets the path of the directory where the symlink it stored, not the directory of the target.

Furthermore, this solution is missing quoting. It will not work if the path contains special characters.","2015-04-13 09:43:23","601203"
"16971437","9131633","13","`.hasClass('hide')` doesn't check if an ancestor of the parent is hidden (which would make it hidden too). You could possibly get this to work correctly by checking if `.closest('.hide').length > 0`, but why reinvent the wheel?","2012-09-25 11:57:15","803925"
"94019331","246128","1","Note: don't forget the `#!/bin/bash` at the top. `#!/bin/sh` won't work. You'll get a `Bad substitution` error.","2018-12-02 05:41:52","4561887"
"2674349","1845995","3","This method works as a means of getting around the ""can't hide the soft keyboard"" bug in 2.0 and 2.1 as described in http://code.google.com/p/android/issues/detail?id=7115 ... the hideSoftInputFromWindow method listed above did not work when I tried it, but editView.setInputType(0) did.","2010-04-17 05:50:54","73371"
"62931609","37274801","1","Downvoted because it doesn't help to quickly discard all files. The three dots indicate that you are required to list all the files. This is especially bad if you need to discard tons of files at once, eg. during a large merge after you have staged all the modifications you like to keep","2016-06-09 03:26:55","471213"
"77771878","10701801","0","I don't know if this is used out there, but for those who are worried that this technique won't work now that it is published, just add a second field that **must** be filled in (most likely by a JavaScript, such as copying an existing field *on submission if the field is empty*).  Then, you check for one field that must be empty, and one filled with your ""JavaScript Key"".  Without a human examining the code, this is virtually impossible for a bot to hack.","2017-07-30 11:38:59","1408137"
"77771964","29932630","2","Even intranets require a minimum amount of security in the building.  Sales has confidential profit and loss numbers, while engineering has confidential intellectual property.  Many companies restrict data across departmental or divisional lines.","2017-07-30 11:46:13","1408137"
"47383663","14260056","1","Like @SantanuDey , it didn't work for me. I got `fatal: Option -m cannot be combined with -c/-C/-F/--fixup.`","2015-04-14 05:22:17","38765"
"94028376","53580319","5","I’d recommend to use `fetch` instead of wrapping XMLHttpRequest. https://developer.mozilla.org/en-US/docs/Web/API/WindowOrWorkerGlobalScope/fetch","2018-12-02 05:01:02","218196"
"47390781","178344","9","This does answer the question, being the question is about a single element and by using the `hide()`, `show()` and `toggle()` functions, however, as most have already said, we should use the `:visible` and `:hidden` pseudo-classes.","2015-04-14 09:18:30","2160783"
"31898036","762011","6","See http://kangax.github.io/es5-compat-table/es6/ for an up to date support matrix of ES6 features (including let). At the time of writing Firefox, Chrome and IE11 all support it (although I believe FF's implementation is not quite standard).","2014-01-17 12:37:00","140293"
"16985568","59839","0","Minor note. In bash, help [, man test (as already noted) and info test (on ""Not UNIXes"") provide documentation.","2012-09-26 12:52:02","411902"
"16987727","11511035","5","It's easy enough to change the code above to mimic the (arguably stupid) jQuery behavior. . . . . function isRendered(o){if((o.nodeType!=1)||(o==document.body)){return true;}if(o.currentStyle&&o.currentStyle[""display""]!=""none""){return isRendered(o.parentNode);}else if(window.getComputedStyle){if(document.defaultView.getComputedStyle(o, null).getPropertyValue(""display"")!=""none""){return isRendered(o.parentNode);}}return false;}","2012-09-26 01:57:30","313969"
"62943573","25500568","6","I have a hard time understanding the _""(e.g. a Ubuntu container on a Centos host but it’s still Linux)""_ part of the containers.  The way I understand it, is that containers share the host kernel.  If I have a host VM running Linux kernel 4.6 for example, having several guest VM's running Linux kernels 2.4, 2.6, 3.2, 4.1 and 4.4.  If I execute commands specific to that kernel, I will get the guest kernel's behavior (and not the host).  But if my guest VM's are containers now, would the executed command be determined by the host kernel?","2016-06-09 09:06:13","88252"
"62944056","34757096","38","Wow, thanks for the great low-level explanation (and historical facts). I was looking for that and is not found above. What do you mean by _""you can run different distros of Linux because they do share the same kernel.""_?  Are you saying that a guest container must have the exact same Linux kernel version or that it doesn't matter?  If it doesn't matter what if I invoke an OS command on the guest but is only supported in the guest kernel. Or for example a bug fixed in the guest kernel but not in the host kernel.  All guests would manifest the bug, correct?  Even though the guests were patched.","2016-06-09 09:23:59","88252"
"94038650","50101887","2","This fails to point out the drawbacks, which are explained in much more detail in [PEP-324](https://www.python.org/dev/peps/pep-0324/). The documentation for `os.system` explicitly recommends avoiding it in favor of `subprocess`.","2018-12-03 05:02:26","874188"
"94038710","11644161","3","Indeed, the [`commands` documentation from Python 2.7](https://docs.python.org/2/library/commands.html) says it was deprecated in 2.6 and will be removed in 3.0.","2018-12-03 05:06:54","874188"
"94038788","89237","2","This should now point to `subprocess` as a slightly more versatile and portable solution. Running external commands is of course inherently unportable (you have to make sure the command is available on every architecture you need to support) and passing user input as an external command is inherently unsafe.","2018-12-03 05:11:39","874188"
"94038828","48548332","1","The basic warning is in the documentation but this question explains it in more detail: https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess","2018-12-03 05:14:08","874188"
"94038929","39969619","0","The argument should properly be tokenized into a list, or you should explicitly pass in `shell=True`. In Python 3.x (where x > 3 I think) you can retrieve the output as a proper string with `universal_newlines=True` and you probably want to switch to `subproces.run()`","2018-12-03 05:22:16","874188"
"94038976","39447501","0","`os.popen` should not be recommended and perhaps even mentioned any longer. The `subpocess` example should pass the arguments as a list instead of joining them with spaces.","2018-12-03 05:25:03","874188"
"94039026","33118899","0","Better yet, avoid `Popen()` and use the higher-level API which is now collected into the single function `subprocess.run()`","2018-12-03 05:27:56","874188"
"94039076","31618111","0","This is no longer true, and probably wasn't when this answer was posted. You should prefer `subprocess.check_call()` and friends unless you absolutely need the lower-level control of the more-complex `Popen()`. In recent Python versions, the go-to workhorse is `subprocess.run()`","2018-12-03 05:30:27","874188"
"94039191","89304","3","While I agree with the overall recommendation, `subprocess` does not remove all of the security problems, and has some pesky issues of its own.","2018-12-03 05:36:59","874188"
"94039263","95246","8","This answer was fine for its time, but we should no longer recommend `Popen` for simple tasks. This also needlessly specifies `shell=True`. Try one of the `subprocess.run()` answers.","2018-12-03 05:39:55","874188"
"94039329","40824514","1","`ts` is not standard on any distro I know of, though the pointer to `at` is mildly useful. You should probably also mention `batch`. As elsewhere, the `os.system()` recommendation should probably at least mention that `subprocess` is its recommended replacement.","2018-12-03 05:43:45","874188"
"94039444","38477871","0","You should not recommend `os.popen()` in 2016. The Awk script could easily be replaced with native Python code.","2018-12-03 05:49:21","874188"
"94039494","36913076","1","This incompletely reimplements something like `subprocess.run()`. You should particularly avoid `shell=True` when it's not strictly necessary.","2018-12-03 05:51:46","874188"
"2688083","2669690","48","I believe that your first impression is correct. If you start looking for code and try to trim the input stream depending on the source, you'd reconsider and do it the safe (and because of Google's actions, easier) way.","2010-04-19 06:04:25","34813"
"94039654","92395","12","This is arguably the wrong way around. Most people only need `subprocess.run()` or its older siblings `subprocess.check_call()` et al. For cases where these do not suffice, see `subprocess.Popen()`. `os.popen()` should perhaps not be mentioned at all, or come even after ""hack your own fork/exec/spawn code"".","2018-12-03 06:00:46","874188"
"77789693","10568273","0","I used this, too, but I've never encountered `display: table;` before. What does it do?","2017-07-31 11:25:46","1939638"
"94040998","11766839","1","@RoniAxelrad REST PUT to an ID that doesn't exist is a request to the server to create a resource. It's still up to the server to decide if it wants to allow that. The server is in charge. It can respond with ""No. I'm not going to do that"". You already do that if the user doesn't have enough permissions...etc. It's okay for the server to say ""No"". REST is a convention that lets us define the meaning of various types of request ... your server decides what to do with those requests based on your business logic :) Even if it says ""no"" it's still following REST :)","2018-12-03 07:03:30","23963"
"77796842","348234","16","You actually **can recover overwriten previously staged but uncommited changes** but not in a userfriendly way and not 100% secure (at least none I had found): goto .git/objects, search for files created at the time of `git add` you want to recover (`61/3AF3...` -> object id `613AF3...`), then `git cat-file -p <object-id>` (might be worth it to recover several hours of work but also a lesson to commit more often...)","2017-07-31 02:03:25","1311571"
"17000079","11511035","4","Sure, I was just adding that for the benefit of users who used this without scanning its code. :)","2012-09-26 09:33:20","31671"
"17001477","67699","6","Maybe just copy the entire folder the old fashioned way? `scp some_user@example.com:/home/some_user/project_folder ~` Not sure if that solution works for github though..","2012-09-26 10:51:07","882146"
"94053837","21890252","0","As a git n00b, this absolutely ticked the box.","2018-12-03 02:23:33","233653"
"77806270","952946","13","this is a very inefficient way because of the quadratic aspect of the sum.","2017-07-31 06:04:59","6451573"
"62964605","33132462","15","I have a problem with the picture above, because Hypervisor can be installed on bare metal/infrastructure but Docket cannot  (yet)","2016-06-10 11:50:17","437559"
"77809319","8212184","0","@MykhayloAdamovych see how Swift does it, which is how many others did before. If Java simply didn't have null, you'd have no way to store a null into a field/variable; to handle the case where it's optional, you'd have to have an Optional<T>. And you ask - what would that gain? Wouldn't you need as many checks? No, you wouldn't, because the compiler would ensure that every non-Optional was never null, and more than half our checks are with objects that never should be null and never are, or if they are then that's a bug that would either be caught by the compiler or exposed by the interface.","2017-07-31 07:39:14","734860"
"17009864","11165917","0","is there some trick to making the keyboad auto close in this method? it's not doing so on jellybean. the edittext loses focus, but the keyboard doesn't hide.","2012-09-27 08:26:51","930250"
"94062158","89237","2","Note the timestamp on this guy: the ""correct"" answer has 40x the votes and is answer #1.","2018-12-03 06:41:52","3926"
"110104002","16956810","0","grep -nri ""stringstrings""  /path/","2020-06-08 05:35:33","6373817"
"94063981","51049029","3","would be nice to see the final result, e.g., `git log`","2018-12-03 07:44:46","6750631"
"110107357","29847192","2","@AdiPrasetyo can you elaborate what you are trying to say/ask?","2020-06-08 07:56:06","3568378"
"110111762","3406317","0","why is it so bad","2020-06-08 10:23:47","10105517"
"62977648","33132462","0","@reza, I agree Hypervisor can be installed on Bare metal, but the point is Docker is recommended for containerization of apps and how to limit or avoid the virtualization which is not needed/applicable for some scenarios. Ken Cochrane explains this more in detail http://stackoverflow.com/a/16048358/2478933","2016-06-10 05:32:21","2478933"
"77827605","42193447","0","I don't see these `Overview`, `Yours`, `Active`, `State` and `All branches` tab on GitHub website. Looks like this is an old snapshot. Under the `Code` tab, I see sub-tabs like commits, branches, releases and contributors. When I am the owner of a repository then I see an additional tab named MIT.","2017-08-01 09:00:06","465053"
"94078666","89255","12","This is incorrect: ""**it does shell escaping for you and is therefore much safer**"". subprocess doesn't do shell escaping, subprocess doesn't pass your command through the shell, so there's no need to shell escape.","2018-12-04 08:36:35","309412"
"17029174","11593797","2","this also works with jgit. the :tag shorthand does not work with jgit","2012-09-27 07:50:19","563420"
"62989769","79923","15","https://www.youtube.com/watch?v=clOUdVDDzIM&spfreload=5","2016-06-11 05:42:54","1514776"
"94084782","215731","1","Incorrect answer, this does not REVERT. This only changes the file so the contents are the exact same as the commit you give it, you have to commit again for this to actually be implemented.","2018-12-04 11:30:46","1137669"
"110134239","57880896","1","@bob 2.23 https://github.com/git/git/blob/master/Documentation/RelNotes/2.23.0.txt","2020-06-08 11:13:25","4414935"
"110134904","231855","1","@alaniwi: good point. I guess that's pretty much what happens when the function runs out on its own too.","2020-06-09 12:03:13","3830997"
"77852428","114549","1","Because ""input"" is inline element and must be centered by ""text-align: center"".","2017-08-01 07:02:34","682256"
"77854832","29064398","3","This answer seems to be inconsistent, since in the next post on the referenced thread, Linus Torvald says he expects that they will need to add directory tracking: http://markmail.org/message/libip4vpvvxhyqbl .  In fact, he says he ""would welcome patches that [add support for tracking empty directories]""","2017-08-01 08:12:03","1035398"
"110151523","55118707","0","With `GitLab Enterprise Edition 12.8.6-ee` it just randomly took a commit message for the squashed commit...","2020-06-09 12:23:13","2074869"
"17053079","292359","115","Note to people learning Git: `pull` can't actually be emulated by a `fetch` plus a `merge`. I just fetched a change where only a remote branch pointer changes, and `merge` refuses to do anything. `pull`, on the other hand, fast-forwards my tracking branch.","2012-09-28 04:23:00","33080"
"31970669","20339458","0","This worked for me and am not sure why it isn't the answer. Can someone explain what is wrong with this?","2014-01-20 04:26:36","985690"
"77868322","244777","2","Comments are not permitted because it's too late to support comments. Major oversight. Ironically, YAML supports comments.","2017-08-02 07:08:02","241296"
"94107701","46692810","0","same as me, block 1 is the lowest!","2018-12-05 01:08:58","741395"
"77888759","178386","4","@vbullinger any processing that takes more than 16ms starts dropping FPS. So yes, if it takes 42ms it can be a bad deal if you're interested in performance.","2017-08-02 02:45:06","425741"
"77890692","39767073","0","You might want to clarify your last sentence. My first reaction to ""passing the values only and not pointers..."" is that your Java implementation probably does *exactly that*, passes a pointer. The fact that you cannot dereference that pointer seems irrelevant.","2017-08-02 03:25:39","369604"
"77891412","37669835","1","This answer only helps for those coming from C++ background who are willing to define ""reference"" the way you have, according to C++'s definition. That is not always the case.","2017-08-02 03:41:04","369604"
"77893982","21232996","5","@Federico @akronymn Where can one find the dangers of doing `git  push --all -u`?","2017-08-02 04:46:51","1823664"
"94138010","47314733","1","concise and clean. nice:)","2018-12-05 07:14:07","927333"
"63042179","417184","12","Today IE11 cuts my URL to 2048 chars.","2016-06-13 11:04:32","4000826"
